Open,High,Low,Close,Volume,Tomorrow,Target
24.229215338604817,24.311796482571133,23.99798845051999,24.19618225097656,759700,24.146638870239254,0
24.35309098257896,24.75773693375223,24.146638870239254,24.146638870239254,1017900,24.22921371459961,1
24.23747198595315,24.48521382614246,23.97321360305676,24.22921371459961,706400,23.997987747192383,0
24.06405234540837,24.179666573614544,23.79979395254443,23.997987747192383,479000,23.89063262939453,0
24.03102009316449,24.097084689344214,23.80805149039381,23.89063262939453,359000,23.56031036376953,0
23.741987615003325,23.874116811374133,23.30430866758486,23.56031036376953,711800,23.1143741607666,0
23.312567964035143,23.39514910917312,23.007019774660264,23.1143741607666,299000,23.601600646972656,1
23.22172959313506,23.69244006206613,23.13914844987775,23.601600646972656,395400,23.403404235839844,0
23.65940433376792,23.72546892597852,23.329081372714903,23.403404235839844,468900,23.79153823852539,1
23.51902154470024,23.93192572171437,23.494248302146225,23.79153823852539,465000,23.898889541625977,1
23.832824949203477,24.039276997411807,23.79979186544016,23.898889541625977,402500,24.03927993774414,1
23.948440521388253,24.14663432289757,23.91540743358454,24.03927993774414,542800,24.59257125854492,1
23.99798828614353,24.69992564239278,23.99798828614353,24.59257125854492,728300,24.16315269470215,0
24.741217599057897,24.83205702228564,24.113604634352672,24.16315269470215,491200,23.79153823852539,0
24.43566932170504,24.43566932170504,23.73373190576012,23.79153823852539,971300,24.435665130615234,1
23.667663241076283,24.62560064143983,23.667663241076283,24.435665130615234,1153400,23.12263298034668,0
24.187926470134176,24.29528085878272,23.106116435907097,23.12263298034668,805000,23.06482315063477,0
23.08133969256854,23.263016928527687,22.86662937274184,23.06482315063477,667500,23.37862968444824,1
23.32082336250576,23.37862968444824,23.081339803729165,23.37862968444824,586700,23.040048599243164,0
23.49424405695244,23.94843793955756,23.01527536116545,23.040048599243164,682900,23.12263298034668,1
22.998762047258552,23.436439449176888,22.998762047258552,23.12263298034668,519600,23.32908821105957,1
23.27954014615386,23.428185915975572,23.0896030096569,23.32908821105957,610000,23.659408569335938,1
23.53553763365338,23.824570866982285,23.345602093933167,23.659408569335938,528800,23.386890411376957,0
23.63463384228057,23.667665354671804,23.33734235523795,23.386890411376957,529200,23.68418312072754,1
23.535537369534826,23.849343841416022,23.452956221638388,23.68418312072754,602500,23.461212158203125,0
23.53553502640009,23.98147223558192,23.37037274705033,23.461212158203125,576100,23.61811828613281,1
23.47773080861504,23.667666344343683,23.436439447519,23.61811828613281,426300,23.552051544189453,0
23.411664079423435,23.72547051972759,23.370372722078,23.552051544189453,893400,23.22173309326172,0
23.45295843910877,23.48599153143237,23.20521654709992,23.22173309326172,570300,23.659408569335938,1
23.22173115825061,23.700699931299727,23.22173115825061,23.659408569335938,524300,23.68418312072754,1
23.69244139302762,23.79979578271992,23.543795641834908,23.68418312072754,411300,24.072311401367188,1
23.816311271827605,24.154892545603797,23.733730127591,24.072311401367188,559900,23.93192481994629,0
24.022764239499946,24.14663517291577,23.84934367263428,23.93192481994629,460000,24.49347496032715,1
23.981474677398147,24.63386243953756,23.91540849884794,24.49347496032715,1345400,24.73296165466309,1
24.49347646799056,24.82379950555225,24.49347646799056,24.73296165466309,852300,26.136831283569336,1
25.6496042809996,26.260702208352225,25.575281411109007,26.136831283569336,2867000,26.764450073242188,1
26.095545711389843,26.987418718894475,26.062512619394905,26.764450073242188,2321000,26.698387145996094,0
26.954385734455798,27.243420565251306,26.425868861263965,26.698387145996094,2242100,26.772705078125,1
26.69838535114966,26.970900467352426,26.46715687201619,26.772705078125,599300,26.74793243408203,0
26.797482070049394,26.92961128242012,26.54148034286472,26.74793243408203,359400,27.16083335876465,1
26.599283485990817,27.226899532130293,26.59102678942438,27.16083335876465,507200,27.392059326171875,1
27.1278009267491,27.60677124458326,26.92134885531201,27.392059326171875,968200,26.99567222595215,0
27.35902989453024,27.466382705511336,26.921349352852875,26.99567222595215,658000,27.069995880126957,1
27.16083529989255,27.491159889911305,26.830513860082554,27.069995880126957,2805800,27.28470993041992,1
27.87928982839724,28.267420779319863,27.202127201389043,27.28470993041992,3016700,27.56549072265625,1
27.45813472737772,27.788459412753348,27.34252203255915,27.56549072265625,1557500,27.061738967895508,0
26.96264285176096,27.202124869902057,26.56625208680529,27.061738967895508,971400,26.34328842163086,0
26.76445090706009,26.921353373610632,26.227675746255816,26.34328842163086,1387400,26.83051109313965,1
26.39283058397005,26.995670220907947,26.343282530618712,26.83051109313965,1081100,26.805740356445312,0
26.475418881044025,26.90483963425389,26.120319435981493,26.805740356445312,894000,27.0782527923584,1
26.69012191368893,27.29296154745121,26.549736025783712,27.0782527923584,711900,26.05425071716309,0
26.46715485895714,26.75618964833814,26.0129609330254,26.05425071716309,1186100,27.00393486022949,1
26.3350289332964,27.08651443877032,26.186383171755708,27.00393486022949,2385300,27.061738967895508,1
26.80573725515513,27.334254074817704,26.59102847849548,27.061738967895508,794000,27.383804321289062,1
26.95438360814354,27.540706771200217,26.80573785550821,27.383804321289062,1285800,27.0782527923584,0
27.13605911681448,27.392057653631856,27.053476403156925,27.0782527923584,1368500,26.910741806030277,0
26.935867525834727,27.25414048848996,26.75998109714256,26.910741806030277,898200,27.53890991210937,1
27.58078717611044,27.80692823575269,27.27926576325409,27.53890991210937,1291200,27.53890991210937,0
27.438400644470303,27.8739312191483,27.38814920568121,27.53890991210937,1045600,26.751605987548828,0
27.24576379362513,27.446779142132968,26.71810289695909,26.751605987548828,972600,26.64272117614746,0
26.91911526929618,27.01962134088742,26.42495589101284,26.64272117614746,960100,26.022932052612305,0
