Open,High,Low,Close,Volume,Dividends,Stock Splits
0.09883444011211395,0.09926413122181309,0.09883444011211395,0.09883444011211395,469033600,0.0,0.0
0.09410791985762396,0.09410791985762396,0.09367822855710983,0.09367822855710983,175884800,0.0,0.0
0.0872321309177717,0.0872321309177717,0.08680244535207748,0.08680244535207748,105728000,0.0,0.0
0.08895087242126465,0.08938056366518703,0.08895087242126465,0.08895087242126465,86441600,0.0,0.0
0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,73449600,0.0,0.0
0.09711573272943497,0.09754542404081062,0.09711573272943497,0.09711573272943497,48630400,0.0,0.0
0.10184228420257568,0.10227274418885411,0.10184228420257568,0.10184228420257568,37363200,0.0,0.0
0.10613995790481567,0.10656964920084015,0.10613995790481567,0.10613995790481567,46950400,0.0,0.0
0.11172590404748917,0.11215559531935464,0.11172590404748917,0.11172590404748917,48003200,0.0,0.0
0.12203920632600786,0.12246889763942032,0.12203920632600786,0.12203920632600784,55574400,0.0,0.0
0.1237579882144928,0.12418767962550223,0.1237579882144928,0.1237579882144928,93161600,0.0,0.0
0.12117986882628642,0.12117986882628642,0.12075018882751465,0.12075018882751465,68880000,0.0,0.0
0.11774225649977998,0.11774225649977998,0.11731256544589996,0.11731256544589996,35750400,0.0,0.0
0.1186017021536827,0.11946108480504004,0.1186017021536827,0.11860170215368271,21660800,0.0,0.0
0.1164532426466341,0.1164532426466341,0.11602356284856796,0.11602356284856796,35728000,0.0,0.0
0.11129620060282526,0.11129620060282526,0.11086650937795639,0.11086650937795639,45158400,0.0,0.0
0.10656964920084015,0.10656964920084015,0.10613995790481567,0.10613995790481567,55686400,0.0,0.0
0.10442115083277595,0.10442115083277595,0.10399147123098375,0.10399147123098373,39827200,0.0,0.0
0.10957744717597961,0.11000713840084055,0.10957744717597961,0.10957744717597961,21504000,0.0,0.0
0.10957749087949263,0.10957749087949263,0.10871811956167221,0.10871811956167221,23699200,0.0,0.0
0.10528056455638804,0.10528056455638804,0.1048508733510971,0.1048508733510971,23049600,0.0,0.0
0.10528060048818588,0.10571029184012856,0.10528060048818588,0.10528060048818588,14291200,0.0,0.0
0.10742902755737305,0.10828839864088821,0.10742902755737305,0.10742902755737305,14067200,0.0,0.0
0.10699931663746884,0.10699931663746884,0.10656962543725967,0.10656962543725967,13395200,0.0,0.0
0.11301495134830475,0.11344464256298654,0.11301495134830475,0.11301495134830475,41574400,0.0,0.0
0.11000713840084055,0.11000713840084055,0.10957744717597961,0.10957744717597961,30083200,0.0,0.0
0.11172590404748917,0.11258527511656868,0.11172590404748917,0.11172590404748917,15904000,0.0,0.0
0.11301495134830475,0.11387433377766833,0.11301495134830475,0.11301495134830475,35548800,0.0,0.0
0.11301491528879684,0.11344460636637771,0.11258522421121597,0.11258522421121597,11222400,0.0,0.0
0.11129620060282526,0.11129620060282526,0.11086650937795639,0.11086650937795639,24640000,0.0,0.0
0.11086647048084278,0.11086647048084278,0.11000709980726243,0.11000709980726242,23699200,0.0,0.0
0.10699931663746884,0.10699931663746884,0.10656962543725967,0.10656962543725967,28156800,0.0,0.0
0.10313213756034548,0.10313213756034548,0.10270244628190996,0.10270244628190994,43904000,0.0,0.0
0.09797511535218628,0.09797511535218628,0.09711573272943497,0.09711573272943497,46188800,0.0,0.0
0.09195944968069764,0.09195944968069764,0.09152976423501968,0.09152976423501968,23766400,0.0,0.0
0.09496729075908661,0.09539697629529811,0.09496729075908661,0.09496729075908661,19152000,0.0,0.0
0.09840480238199234,0.09883448220002024,0.09840480238199234,0.09840480238199234,27865600,0.0,0.0
0.09840480238199234,0.09926417349270013,0.09840480238199234,0.09840480238199234,7929600,0.0,0.0
0.09883444011211395,0.09926413122181309,0.09883444011211395,0.09883444011211395,13865600,0.0,0.0
0.094537605420812,0.094537605420812,0.09367822855710983,0.09367822855710983,16755200,0.0,0.0
0.09367822855710983,0.09410791985762396,0.09367822855710983,0.09367822855710983,18345600,0.0,0.0
0.09110008486922466,0.09110008486922466,0.0906703993678093,0.0906703993678093,13843200,0.0,0.0
0.09024071224961855,0.09024071224961855,0.08981025218963623,0.08981025218963623,14560000,0.0,0.0
0.08852116439948478,0.08852116439948478,0.08766178786754608,0.08766178786754608,11155200,0.0,0.0
0.08981025218963623,0.09024071224961855,0.08981025218963623,0.08981025218963623,12275200,0.0,0.0
0.09367822855710983,0.094537605420812,0.09367822855710983,0.09367822855710983,19241600,0.0,0.0
0.08852120634286377,0.08852120634286377,0.08809151500463486,0.08809151500463486,22310400,0.0,0.0
0.08379461003284477,0.08379461003284477,0.08336491882801056,0.08336491882801056,24371200,0.0,0.0
0.08465401083230972,0.0850837021887315,0.08465401083230972,0.08465401083230972,14112000,0.0,0.0
0.08250555848544357,0.08250555848544357,0.08164618164300919,0.08164618164300919,16979200,0.0,0.0
0.08680244535207748,0.0872321309177717,0.08680244535207748,0.08680244535207748,19488000,0.0,0.0
0.08809151500463486,0.08852120634286377,0.08809151500463486,0.08809151500463486,10841600,0.0,0.0
0.09110008180141449,0.09195945851263083,0.09110008180141449,0.09110008180141449,14761600,0.0,0.0
0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,11760000,0.0,0.0
0.09067041570092875,0.09067041570092875,0.0902407243847847,0.0902407243847847,16172800,0.0,0.0
0.08981022534631583,0.08981022534631583,0.08938053995370865,0.08938053995370865,13708800,0.0,0.0
0.08938056366518703,0.08938056366518703,0.08895087242126465,0.08895087242126465,5376000,0.0,0.0
